id,type,breed,age,gender,size,description,name
65544999,Dog,Pit Bull Terrier,Young,Female,Large,"Meet Ada, a very affectionate 2-year-old pitbull terrier mix looking for a new family to love near San Angelo, TX....",Ada
65544998,Dog,Pointer,Baby,Female,Medium,"Wags Rescue welcomes little Sunshine!
This beautiful pointer/beagle mix didn’t stand a chance starting life in a shelter so Wags...",Sunshine
65544994,Dog,Pit Bull Terrier,Young,Female,Large,"Meet Ada, a very affectionate 2-year-old pitbull terrier mix looking for a new family to love near San Angelo, TX....",ADA
65544992,Dog,German Shepherd Dog,Baby,Female,Large,Lavacake is a sweet girl at ~4 months old and ~40 lbs. so far. We expect her to be a...,Lavacake
65544991,Dog,Pit Bull Terrier,Young,Female,Large,"Meet Ada, a very affectionate 2-year-old pitbull terrier mix looking for a new family to love near San Angelo, TX....",Ada
65544989,Dog,Hound,Baby,Male,Medium,"Meet Otis.  He was pulled from Macon County Animal Control with his brother, Lil Milo after spending weeks there.  They...",Otis
65544986,Dog,Pit Bull Terrier,Young,Female,Large,"Meet Ada, a very affectionate 2-year-old pitbull terrier mix looking for a new family to love near San Angelo, TX....",Ada
65544985,Dog,Hound,Baby,Male,Medium,"Meet Lil Milo.  He was pulled from Macon County Animal Control with his brother, Otis after spending weeks there.  They...",Lil Milo
65544980,Dog,Retriever,Adult,Female,Large,"??Snow wants to be your big girl??

Snow is a 1 1/2 years old large mixed breed currently at 80lbs...",Snow
65544982,Dog,Chihuahua,Young,Female,Small,,beth
65544974,Dog,Mixed Breed,Adult,Female,Medium,,Betty
65544976,Dog,Coonhound,Young,Female,Medium,,Maggie
65544977,Dog,Pit Bull Terrier,Baby,Male,Medium,"You can fill out an adoption application online on our official website.
PittieLove Rescue, Inc. a 501c3 orgainization is an...",Marshmallow
65544978,Dog,Pit Bull Terrier,Baby,Female,Medium,"You can fill out an adoption application online on our official website.
PittieLove Rescue, Inc. a 501c3 orgainization is an...",Birch
65544972,Dog,Mixed Breed,Senior,Female,Large,,Marion
65544973,Dog,Mixed Breed,Adult,Male,Medium,"Hi, I&amp;#39;m Axel I&amp;#39;m a very sweet and affectionate boy. Some of my favorite things are car rides, toys, and...",Axel
65544967,Dog,Schnauzer,Young,Male,Medium,"You can fill out an adoption application online on our official website.* This is Jasper, a Miniature Schnauzer mix. *...",Jasper
65544960,Dog,Shepherd,Adult,Female,Medium,Please contact Kallie Brennan (kallieb@luckydoganimalrescue.org) for more information about this pet.happy girl seeking fresh start and love! LEDORA NEEDS A...,Ledora
65544959,Dog,Mixed Breed,Baby,Male,Medium,,Walker
65544943,Dog,Labrador Retriever,Baby,Male,Medium,"this is bazinga. he&amp;#39;s 12 weeks old. no idea on breeds, but I think he&amp;#39;s a black lab, Dachshund (or...",BAZINGA
65544937,Dog,Golden Retriever,Baby,Female,Medium,Sally is an affectionate Golden mix who is 7-8 months old.  Sally&#039;s original family likely adopted her because they could...,Sally
65544932,Dog,Labrador Retriever,Baby,Male,Medium,"WARNING! Adorable puppy alert!

This handsome little guy is named Atticus. We think he may be a Labrador Retriever /...",Atticus Waller Cutie
65544927,Dog,Chihuahua,Senior,Female,Small,,Skyy
65544883,Dog,Shepherd,Baby,Male,Medium,,Pummy Bear
65544914,Dog,Black Labrador Retriever,Baby,Female,Small,,Ducky
65544906,Dog,Husky,Baby,Male,Large,Meet Turbo! Turbo is about 14 weeks old and 20 lbs. We think he is a husky mix (just a...,Turbo
65544905,Dog,Husky,Baby,Male,Large,Meet Greco! Greco is about 14 weeks old and 20 lbs. We think he is a husky mix (just a...,Greco
65544904,Dog,Maltese,Senior,Male,Small,"Hi. I was found all alone and was covered in fleas and itching myself raw. I was taken into rescue,...",Honda
65544899,Dog,Mixed Breed,Adult,Male,Medium,Kit has been with us since the first of June and is ready to fall in love with a new...,Kit
65544881,Dog,Mixed Breed,Adult,Female,Medium,"About Me: I&amp;#39;m the perfect girl! I am a staff favorite because of my good manners, adorable looks, and my...",Cali
65544875,Dog,Mixed Breed,Senior,Female,Large,,Sarabi
65544877,Dog,Mixed Breed,Adult,Female,Medium,,Bertha
65544874,Dog,Mixed Breed,Senior,Male,Large,,Gabe
65544873,Dog,Mixed Breed,Young,Female,Large,,Booboo
65544866,Dog,Labrador Retriever,Adult,Male,Large,"Pogo is a neutered 3.5 yr. old Labrador Retriever mix, weighing 57 lb.

He is current on his vaccinations and...",Pogo
65544867,Dog,Labrador Retriever,Young,Female,Large,"Meet IVONNE

Meet IVONNE

Rescued: 10/22/2022
Age at the time of rescue: 4 months
Current weight: 54 pounds

Ivonne is...",IVONNE
65544863,Dog,Vizsla,Adult,Female,Large,"Vizsla mix Susie is very good with dogs and children about 2 years old, house and crate trained",Susie
65544860,Dog,Black Labrador Retriever,Young,Female,Medium,"Thank you for choosing to adopt or foster and aid in the rescue efforts of RARE! 

**Adoption Interest Form REQUIRED...",Danish
65544859,Dog,Australian Shepherd,Young,Female,Medium,"I am 36lbs, 2 years old, and l am looking for my forever home.

Adoption Donation: $450

All dogs are...",Olive
65544856,Dog,Black Labrador Retriever,Baby,Female,Large,"This pet will be available for adoption this Saturday and Sunday.

*Pets cannot be adopted prior to Saturdays adoption event*...",Kay Oss
65544852,Dog,Schnauzer,Baby,Male,Medium,Wags Rescue welcomes Tito! This handsome 1 year old boy lost his way home and ended up sitting 3 weeks...,Tito
65544855,Dog,Pug,Young,Female,Small,"Serene Lil Sister ~ Pretty 20lb 2.5y House Lady, Very Stable Personality = SWEET Girl !

Loving, calm, quiet, gentle,...",Serene Lil Sister ~ SWEET Girl !
65544854,Dog,German Shepherd Dog,Baby,Male,Large,"There&#039;s always room for Jell-O!
Meet Jello, this handsome boy is ~4 months old and so far ~40 lbs. He&#039;s...",Jello
65544853,Dog,Beagle,Young,Male,Small,"Meet Dillion, a 2 year old, 20 pound, wonderful Beagle. He is friendly and gets along with other dogs well!...",Dillion
65544851,Dog,German Shepherd Dog,Baby,Male,Medium,"WARNING! Adorable puppy alert!

This handsome little guy is named Aster. We think he may be a German Shepherd /...",Aster Waller Cutie
65544850,Dog,Pit Bull Terrier,Adult,Male,Medium,,Luffy
65544844,Dog,Dachshund,Adult,Female,Small,,Betty
65544827,Dog,Great Pyrenees,Baby,Female,Medium,,Fuchsia
65544830,Dog,Great Pyrenees,Baby,Female,Medium,,Coral
65544829,Dog,Great Pyrenees,Baby,Male,Medium,,Mahogany
65544833,Dog,Great Pyrenees,Baby,Male,Medium,,Perrywinkle
65544823,Dog,Shih Tzu,Adult,Male,Small,"Caleb is a loyal guy, very much a companion dog. He loves affection and being around people, especially those with...",Caleb
65544807,Dog,Terrier,Baby,Male,Small,,Mike
65544806,Dog,Terrier,Baby,Female,Small,,Sasha
65544809,Dog,Terrier,Baby,Female,Small,,Maria
65544808,Dog,Labrador Retriever,Baby,Male,Small,,Elijah
65544811,Dog,Terrier,Young,Female,Medium,,Zelda
65544810,Dog,Terrier,Baby,Female,Small,,Shirley
65544802,Dog,Terrier,Adult,Female,Medium,,Jane Austen
65544805,Dog,Terrier,Baby,Male,Small,,Magic
65544804,Dog,Black Labrador Retriever,Young,Male,Medium,,Daffy
65544797,Dog,Terrier,Young,Male,Medium,,Dunston
65544799,Dog,Terrier,Baby,Female,Small,,Meliah
65544800,Dog,Shepherd,Baby,Male,Small,,Marsden
65544801,Dog,Pit Bull Terrier,Baby,Male,Small,,Clyde
65544794,Dog,Pit Bull Terrier,Baby,Male,Small,,Colt
65544798,Dog,Dachshund,Young,Male,Small,,Jordan
65544795,Dog,English Bulldog,Adult,Male,Medium,,Howard
65544796,Dog,Retriever,Young,Female,Medium,,Roxann
65544817,Dog,Dachshund,Young,Female,Small,,Nike
65544813,Dog,Pit Bull Terrier,Baby,Male,Small,,Cody
65544816,Dog,Terrier,Baby,Male,Small,,Malone
65544814,Dog,Pit Bull Terrier,Baby,Female,Small,,Cassie
65544818,Dog,Terrier,Baby,Female,Small,,Sashimi
65544793,Dog,Pit Bull Terrier,Adult,Male,Medium,,Chops
65544792,Dog,Pit Bull Terrier,Adult,Male,Large,,Chubs
65544791,Dog,Mixed Breed,Young,Female,Medium,"VANILLA ?
From Vanilla&#039;s prior owner: My sweet, precious girl!  She, like her brother Teddy, loves to give kisses and...",Vanilla
65544787,Dog,Black Labrador Retriever,Baby,Male,Large,"This pet will be available for adoption this Saturday and Sunday.

*Pets cannot be adopted prior to Saturdays adoption event*...",Barry D. Hatchet
65544780,Dog,Shar-Pei,Adult,Female,Large,Happiness Happens at the Humane Society of El Paso!,Precious
65544781,Dog,Shepherd,Young,Female,Small,Happiness Happens at the Humane Society of El Paso!,Bing
65544767,Dog,Great Pyrenees,Young,Male,Large,Snuffleupagus and his brother were found off Buddy Moore Road on 7/19/22 and really want to go home and are...,Snuffleupagus
65544768,Dog,Mixed Breed,Young,Female,Medium,I was found wearing a harness on the side of Cody Fowler Road 7/18/23 and I was terrified. I am...,Leana
65544766,Dog,Great Pyrenees,Young,Male,Large,Grover and his brother were found off Buddy Moore Road on 7/19/22 and really want to go home and are...,Grover
65544764,Dog,Pit Bull Terrier,Young,Male,Medium,"Please call the shelter at (706) 795-2868 to schedule a meet and greet.

Madison Oglethorpe Animal Shelter is a non-profit...",Rambo
65544762,Dog,Labrador Retriever,Baby,Female,Medium,These pups are SO sweet and friendly! They&#039;re well socialized and eager to make friends with anyone. They love to...,Rey
65544758,Dog,Catahoula Leopard Dog,Baby,Female,Medium,"Visit BARL&amp;#39;s Adoption Center Friday-Sunday 12:00-3:00 p.m., or by appointment. 

Email us at info@barl.net or leave a message on BARL&amp;#39;s...",Callie 23
65544759,Dog,Pointer,Baby,Female,Medium,"Visit BARL&amp;#39;s Adoption Center Friday-Sunday 12:00-3:00 p.m., or by appointment. 

Email us at info@barl.net or leave a message on BARL&amp;#39;s...",Midnight 23
65544761,Dog,Pointer,Baby,Male,Medium,"Visit BARL&amp;#39;s Adoption Center Friday-Sunday 12:00-3:00 p.m., or by appointment. 

Email us at info@barl.net or leave a message on BARL&amp;#39;s...",Sparkle 23
65544760,Dog,Mixed Breed,Adult,Female,Medium,"Visit BARL&amp;#39;s Adoption Center Friday-Sunday 12:00-3:00 p.m., or by appointment. 

Email us at info@barl.net or leave a message on BARL&amp;#39;s...",Claudia 23
65544756,Dog,Basenji,Adult,Female,Medium,Sienna is a 6 year old female Basenji Mix ( about 20 lbs with long legs and thin build). Sienna...,Sienna
65544751,Dog,Labrador Retriever,Baby,Male,Small,,Scout
65544750,Dog,Collie,Baby,Female,Medium,,2023-07-112
65544746,Dog,Boxer,Adult,Male,Medium,Hiya! The name is Otis. I am a cool guy that just likes to hang out with you. I just...,Otis
65544743,Dog,Pit Bull Terrier,Adult,Male,Large,"Please call or visit our website for more information. 

410-535-7387

https://calvertcountyanimalshelter.com/",Speedo
65544741,Dog,Mixed Breed,Adult,Female,Medium,"Meet Rumer!

Rumer is a such a lovebug! She will wiggle her butt off when she sees her people. Rumer...",Rumer
65544731,Dog,Mixed Breed,Adult,Male,Medium,"Meet Smoke! Age: 4 Weight: 52lbs
This handsome boy doesn&#039;t know any tricks yet but he is working hard to...",Smoke
65544727,Dog,Shepherd,Young,Female,Large,,Camille
65544724,Dog,Retriever,Young,Female,Medium,"Peaches is everyone&#039;s darling!!  She was picked up as a stray in Elmore County, AL and, once again, it baffles...",Peaches
65544720,Dog,Pit Bull Terrier,Baby,Male,Medium,"You can fill out an adoption application online on our official website.
PittieLove Rescue, Inc. a 501c3 orgainization is an...",Cotton
65544691,Dog,Beagle,Young,Female,Medium,"Bailey is the sweetest, happiest puppy! She is just under a year old, and the perfect sized pup at around...",Bailey
65544690,Dog,Black Labrador Retriever,Baby,Male,Large,"This pet will be available for adoption this Saturday and Sunday.

*Pets cannot be adopted prior to Saturdays adoption event*...",Winning Life
65544687,Dog,Pointer,Adult,Female,Medium,"Hi! My name is Willow! I am a confident, playful girl that would love a yard to romp around in!...",Willow
65544682,Dog,Labrador Retriever,Adult,Male,Medium,Primary Color: Gold Weight: 45lbs Age: 2yrs 2mths 2wks Animal has been Neutered,MacX
65544681,Dog,Schnauzer,Young,Female,Medium,Wags Rescue welcomes Pinkie! This 1 year old Schnauzer/yorkie/lab was owner surrendered . They had no fence and had to...,Pinky
65544680,Dog,Pit Bull Terrier,Adult,Male,Large,Let&#039;s go to Kokomo! Kokomo is a 6 year old neutered male Pitbull who weighs about 51lbs. Kokomo did great...,Kokomo
65544675,Dog,Catahoula Leopard Dog,Baby,Male,Medium,Chip was a stray who thankfully found his way to a loving home who reached out to us for help....,Chip
65544633,Dog,Labrador Retriever,Young,Female,Small,"Meet Dash!

Dash arrived at GLDR with her siblings Buster and Lance! They are seven-month-old lab mixes, weighing in around...",Dash
65544634,Dog,Labrador Retriever,Young,Male,Medium,"Meet Lance!

Lance arrived at GLDR with his siblings Dash and Buster! They are seven-month-old lab mixes, weighing in around...",Lance
65544630,Dog,Husky,Adult,Male,Medium,Hello. My name is Knuckles. I&amp;#39;m looking for my forever home here at the Humane Society of Tampa Bay. When...,Knuckles
65544629,Dog,Labrador Retriever,Baby,Female,Medium,,Luna
65544628,Dog,Collie,Adult,Female,Medium,"Hi, thanks for your interest in adopting. A volunteer will add my photos and bio as soon as possible. In...",Keeva
65544627,Dog,German Shepherd Dog,Baby,Male,Large,"Please call or visit our website for more information. 

410-535-7387

https://calvertcountyanimalshelter.com/",Gunter
65544625,Dog,Pug,Adult,Female,Small,This funny little lady lost her owner due to illness and now needs a new Mom. What a face? How...,Dolly
65544621,Dog,Golden Retriever,Adult,Female,Medium,"Meet Dolly, the sweet ~1.5 -year-old, 45 lbs Golden Retriever mix ready for her forever home! This petite and beautiful...",Dolly (Benefactor Dog)
65544618,Dog,Boxer,Baby,Male,Medium,"Sweet Caroline was rescued from a canyon where she had been fending for herself, while heavily pregnant. Only 3 days...","Neil, Lou, Kid, Vince, and Arlo"
65544616,Dog,Labrador Retriever,Baby,Male,Medium,"WARNING! Adorable puppy alert!

This handsome little guy is named August. We think he may be a Labrador Retriever /...",August Waller Cutie
65544615,Dog,German Shorthaired Pointer,Young,Male,Medium,"The web feet are a trait of German Short Pointers, lab,  &amp; English Coonhounds. We will check for double dew-claw!...",Artie
65544609,Dog,Boxer,Young,Male,Large,"Please call or visit our website for more information. 

410-535-7387

https://calvertcountyanimalshelter.com/",Baldr
65544597,Dog,Black Labrador Retriever,Baby,Male,Large,"This pet will be available for adoption this Saturday and Sunday.

*Pets cannot be adopted prior to Saturdays adoption event*...",Malibu Ken
65544594,Dog,Mixed Breed,Adult,Male,Medium,Now look at those ears! This is Strawberry Lemonade - Straw for short. He was a stray dog and is...,Strawberry Lemonade
65544585,Dog,Rhodesian Ridgeback,Young,Female,Medium,Autumn is young hound mix that loves to play and run in the yard. She is looking for that home/family...,Autumn
65544543,Dog,German Shepherd Dog,Young,Female,Large,"By golly, you gotta check out Dolly!

This sweet girl was found with the very collars she is wearing, but...",Dolly
65544578,Dog,Black Labrador Retriever,Baby,Female,Large,"This pet will be available for adoption this Saturday and Sunday.

*Pets cannot be adopted prior to Saturdays adoption event*...","Help Me, Help You"
65544577,Dog,Flat-Coated Retriever,Adult,Female,Medium,,Anestesia
65544572,Dog,Pit Bull Terrier,Young,Female,Medium,Meet Cady! This little lovebug is a doll and is the perfect size. While she still has a little bit...,Cady
65544570,Dog,Great Pyrenees,Baby,Male,Extra Large,Cute Fuffy Pyrenees puppy looking for new home! Come and meet me and fall in love with all my floofiness....,Escanor
65544566,Dog,Husky,Senior,Male,Large,,Cooper 47630
65544548,Dog,German Shepherd Dog,Adult,Male,Medium,"Ricco is a new resident to our shelter and has not been temperament tested with dogs, cats, or had a...",Ricco
65544542,Dog,Husky,Young,Female,Medium,,Tiki
65544531,Dog,Maltese,Baby,Female,Small,,Berry
65544528,Dog,Hound,Baby,Female,Medium,,Elena Gilbert
65544527,Dog,Hound,Baby,Male,Medium,,Stefan Salvatore
65544529,Dog,Pit Bull Terrier,Adult,Male,Large,,Yates
65544526,Dog,Hound,Baby,Male,Medium,,Damon Salvatore
65544518,Dog,Siberian Husky,Young,Male,Large,"Meet Colorado! Colorado is a male, 2 year old, Siberian Husky. He is 40 pounds.

Colorado arrived at the shelter...",Colorado
65544497,Dog,Chihuahua,Young,Male,Medium,"Breed:  Chihuahua / Terrier mix
Age:  2 yrs.
Weight:  26 lbs.
Good with dogs:  yes
Good with cats:  unsure
Good...",Eddie aka Riesling
